ID;Date;Video Name check in;Video link;Video check:in check;Video Name check out;Video link.1;Video check:out check;Check:in;Check:out;Duration;Flight event;Way out;No. Videos;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Classification class;Classification class refined;Parent folder 1;Parent folder 2;Parent folder 3;Parent folder 4;Parent folder 5;Parent folder 6;Key
172;2021-07-19;2021-07-19_21-09-05;video;ok;2021-07-19_21-09-05;video;ok;2021-07-19 21:09:05;2021-07-19 21:09:10;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;#N/C;#N/C;#N/C;#N/C;Oestroidea;flesh_fly;nan;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Oestroidea.#N/C.#N/C.#N/C.#N/C
173;2021-07-19;2021-07-19_21-31-47;video;ok;2021-07-19_21-31-47;video;ok;2021-07-19 21:31:47;2021-07-19 21:32:16;0 days 00:00:29;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
174;2021-07-19;2021-07-19_21-54-30;video;ok;2021-07-19_21-54-30;video;ok;2021-07-19 21:54:30;2021-07-19 21:54:36;0 days 00:00:06;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
175;2021-07-19;2021-07-19_22-12-09;video;ok;2021-07-19_22-41-51;video;ok;2021-07-19 22:12:09;2021-07-19 22:28:59;0 days 00:16:50;no;exit;4 videos;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Tenebrionoidea;Anthicidae;Notoxinae;Notoxus;monoceros;ant_beetle;ant_beetle;Anthicidae;Tenebrionoidea;Cucujiformia;Polyphaga;Coleoptera;Insecta;Insecta.Coleoptera.Polyphaga.Cucujiformia.Tenebrionoidea.Anthicidae.Notoxinae.Notoxus.monoceros
132;2021-07-15;2021-07-15_22-25-11;video;ok;2021-07-15_22-25-11;video;ok;2021-07-15 22:26:38;2021-07-15 22:27:53;0 days 00:01:15;yes;exit;1 video;no;Insecta;Hemiptera;Auchenorrhyncha;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Auchenorrhyncha;Auchenorrhyncha;Hemiptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Hemiptera.Auchenorrhyncha.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
177;2021-07-19;2021-07-19_22-28-59;video;ok;2021-07-19_22-28-59;video;ok;2021-07-19 22:29:02;2021-07-19 22:29:04;0 days 00:00:02;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
178;2021-07-20;2021-07-20_04-06-10;video;ok;2021-07-20_04-06-10;video;ok;2021-07-20 04:06:10;2021-07-20 04:06:14;0 days 00:00:04;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
179;2021-07-20;2021-07-20_12-55-36;video;ok;2021-07-20_12-55-36;video;ok;2021-07-20 12:55:36;2021-07-20 12:55:51;0 days 00:00:15;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
180;2021-07-20;2021-07-20_13-28-18;video;ok;2021-07-20_13-28-18;video;ok;2021-07-20 13:28:18;2021-07-20 13:28:23;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
181;2021-07-20;2021-07-20_14-01-00;video;ok;2021-07-20_14-01-00;video;ok;2021-07-20 14:01:00;2021-07-20 14:01:05;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.#N/C
182;2021-07-20;2021-07-20_14-01-00;video;ok;2021-07-20_14-01-00;video;ok;2021-07-20 14:01:03;2021-07-20 14:01:07;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
183;2021-07-20;2021-07-20_15-02-02;video;ok;2021-07-20_15-02-02;video;ok;2021-07-20 15:02:02;2021-07-20 15:02:08;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.#N/C
184;2021-07-20;2021-07-20_16-19-11;video;ok;2021-07-20_16-19-11;video;ok;2021-07-20 16:19:11;2021-07-20 16:19:16;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
185;2021-07-20;2021-07-20_16-24-27;video;ok;2021-07-20_16-25-10;video;ok;2021-07-20 16:24:27;2021-07-20 16:25:31;0 days 00:01:04;yes;exit;2 videos;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
186;2021-07-21;2021-07-21_19-27-03;video;ok;2021-07-21_19-27-03;video;ok;2021-07-21 19:27:03;2021-07-21 19:27:08;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
187;2021-07-21;2021-07-21_19-41-34;video;ok;2021-07-21_19-41-34;video;ok;2021-07-21 19:41:34;2021-07-21 19:42:47;0 days 00:01:13;no;exit;1 video;yes;Insecta;Mecoptera;0;0;Panorpoidea;Panorpidae;0;Panorpa;vulgaris;scorpion_fly;scorpion_fly;nan;nan;nan;nan;Mecoptera;Insecta;Insecta.Mecoptera.0.0.Panorpoidea.Panorpidae.0.Panorpa.vulgaris
188;2021-07-21;2021-07-21_19-51-53;video;ok;2021-07-21_19-51-53;video;ok;2021-07-21 19:51:53;2021-07-21 19:54:51;0 days 00:02:58;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
189;2021-07-21;2021-07-21_20-56-05;video;ok;2021-07-21_20-56-05;video;ok;2021-07-21 20:56:05;2021-07-21 20:56:28;0 days 00:00:23;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
190;2021-07-21;2021-07-21_21-30-12;video;ok;2021-07-21_21-30-12;video;ok;2021-07-21 21:30:15;2021-07-21 21:30:21;0 days 00:00:06;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;Brachycera;Brachycera;Diptera;Insecta;#N/C;#N/C;#N/C;#N/C;Insecta.Diptera.Brachycera.#N/C.#N/C.#N/C.#N/C.#N/C.#N/C
191;2021-07-21;2021-07-21_21-34-16;video;ok;2021-07-21_21-34-16;video;ok;2021-07-21 21:34:16;2021-07-21 21:49:22;0 days 00:15:06;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;scripta;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.scripta
176;2021-07-19;2021-07-19_22-25-48;video;ok;2021-07-19_22-57-41;video;ok;2021-07-19 22:25:48;2021-07-19 22:57:56;0 days 00:32:08;?;?;6 videos;yes;Insecta;Neuroptera;Hemerobiiformia;0;Hemerobioidea;Chrysopidae;Chrysopinae;Chrysoperla;carnea;lacewing;lacewing;nan;nan;nan;Hemerobiiformia;Neuroptera;Insecta;Insecta.Neuroptera.Hemerobiiformia.0.Hemerobioidea.Chrysopidae.Chrysopinae.Chrysoperla.carnea
193;2021-07-22;2021-07-22_02-43-01;video;ok;2021-07-22_02-43-01;video;ok;2021-07-22 02:43:01;2021-07-22 02:43:05;0 days 00:00:04;yes;exit;1 video;no;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;Gelechiidae;#N/C;#N/C;#N/C;moth;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.Gelechiidae.#N/C.#N/C.#N/C
194;2021-07-22;2021-07-22_04-14-16;video;ok;2021-07-22_04-14-16;video;ok;2021-07-22 04:14:16;2021-07-22 04:14:21;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Lepidoptera;Glossata;Heterocera;Gelechioidea;#N/C;#N/C;#N/C;#N/C;Gelechioidea;moth;nan;nan;Heterocera;Glossata;Lepidoptera;Insecta;Insecta.Lepidoptera.Glossata.Heterocera.Gelechioidea.#N/C.#N/C.#N/C.#N/C
195;2021-07-22;2021-07-22_05-08-44;video;ok;2021-07-22_05-08-44;video;ok;2021-07-22 05:08:44;2021-07-22 05:08:56;0 days 00:00:12;no;entrance;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
196;2021-07-22;2021-07-22_05-11-16;video;ok;2021-07-22_05-11-16;video;ok;2021-07-22 05:11:16;2021-07-22 05:11:28;0 days 00:00:12;yes;?;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
197;2021-07-22;2021-07-22_11-07-44;video;ok;2021-07-22_11-07-44;video;ok;2021-07-22 11:07:44;2021-07-22 11:12:36;0 days 00:04:52;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
198;2021-07-22;2021-07-22_14-36-40;video;ok;2021-07-22_14-36-40;video;ok;2021-07-22 14:36:40;2021-07-22 14:36:48;0 days 00:00:08;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
199;2021-07-22;2021-07-22_15-04-45;video;ok;2021-07-22_15-47-46;video;ok;2021-07-22 15:04:45;2021-07-22 15:48:21;0 days 00:43:36;yes;exit;2 videos;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;scripta;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.scripta
200;2021-07-22;2021-07-22_15-04-45;video;ok;2021-07-22_15-04-45;video;ok;2021-07-22 15:04:48;2021-07-22 15:04:51;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Sarcophagidae;Sarcophaginae;Sarcophaga;#N/C;flesh_fly;flesh_fly;nan;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Oestroidea.Sarcophagidae.Sarcophaginae.Sarcophaga.#N/C
201;2021-07-22;2021-07-22_15-47-46;video;ok;2021-07-22_15-47-46;video;ok;2021-07-22 15:47:46;2021-07-22 15:48:52;0 days 00:01:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Melanostoma;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Melanostoma.#N/C
202;2021-07-22;2021-07-22_17-23-29;video;ok;2021-07-22_17-23-29;video;ok;2021-07-22 17:23:29;2021-07-22 17:24:02;0 days 00:00:33;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
203;2021-07-22;2021-07-22_18-29-49;video;ok;2021-07-22_18-29-49;video;ok;2021-07-22 18:29:49;2021-07-22 18:29:54;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
204;2021-07-23;2021-07-23_00-22-17;video;ok;2021-07-23_00-22-17;video;ok;2021-07-22 21:41:57;2021-07-23 00:22:40;0 days 02:40:43;?;?;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.#N/C
205;2021-07-23;2021-07-23_09-15-22;video;ok;2021-07-23_09-15-22;video;ok;2021-07-23 09:15:22;2021-07-23 09:15:29;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Sarcophagidae;Sarcophaginae;Sarcophaga;#N/C;flesh_fly;flesh_fly;nan;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Oestroidea.Sarcophagidae.Sarcophaginae.Sarcophaga.#N/C
206;2021-07-23;2021-07-23_09-46-30;video;ok;2021-07-23_09-46-30;video;ok;2021-07-23 09:46:30;2021-07-23 09:46:36;0 days 00:00:06;no;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
207;2021-07-23;2021-07-23_16-38-11;video;ok;2021-07-23_16-38-11;video;ok;2021-07-23 16:38:11;2021-07-23 16:38:26;0 days 00:00:15;no;entrance;1 video;no;Insecta;Mecoptera;0;0;Panorpoidea;Panorpidae;0;Panorpa;#N/C;scorpion_fly;scorpion_fly;nan;nan;nan;nan;Mecoptera;Insecta;Insecta.Mecoptera.0.0.Panorpoidea.Panorpidae.0.Panorpa.#N/C
208;2021-07-23;2021-07-23_16-39-58;video;ok;2021-07-23_16-39-58;video;ok;2021-07-23 16:39:58;2021-07-23 16:40:31;0 days 00:00:33;yes;exit;1 video;no;Insecta;Mecoptera;0;0;Panorpoidea;Panorpidae;0;Panorpa;#N/C;scorpion_fly;scorpion_fly;nan;nan;nan;nan;Mecoptera;Insecta;Insecta.Mecoptera.0.0.Panorpoidea.Panorpidae.0.Panorpa.#N/C
209;2021-07-23;2021-07-23_17-30-02;video;ok;2021-07-23_17-30-02;video;ok;2021-07-23 17:30:02;2021-07-23 17:30:24;0 days 00:00:22;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
210;2021-07-23;2021-07-23_18-23-10;video;ok;2021-07-23_18-23-10;video;ok;2021-07-23 18:23:10;2021-07-23 18:23:14;0 days 00:00:04;yes;exit;1 video;yes;Insecta;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Keroplatidae;Macrocerinae;Macrocera;#N/C;Sciaroidea;fungus_gnat;nan;Sciaroidea;Bibionomorpha;Nematocera;Diptera;Insecta;Insecta.Diptera.Nematocera.Bibionomorpha.Sciaroidea.Keroplatidae.Macrocerinae.Macrocera.#N/C
211;2021-07-24;2021-07-24_10-04-52;video;ok;2021-07-24_10-04-52;video;ok;2021-07-24 10:04:52;2021-07-24 10:04:59;0 days 00:00:07;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;#N/C;#N/C;#N/C;#N/C;Oestroidea;flesh_fly;nan;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Oestroidea.#N/C.#N/C.#N/C.#N/C
212;2021-07-24;2021-07-24_10-16-18;video;ok;2021-07-24_10-17-27;video;ok;2021-07-24 10:16:18;2021-07-24 10:17:32;0 days 00:01:14;yes;exit;2 videos;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
213;2021-07-24;2021-07-24_10-32-18;video;ok;2021-07-24_10-32-18;video;ok;2021-07-24 10:32:18;2021-07-24 10:32:21;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
214;2021-07-24;2021-07-24_10-50-09;video;ok;2021-07-24_10-50-09;video;ok;2021-07-24 10:50:09;2021-07-24 10:50:14;0 days 00:00:05;no;entrance;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
215;2021-07-24;2021-07-24_11-01-09;video;ok;2021-07-24_11-01-09;video;ok;2021-07-24 11:01:09;2021-07-24 11:02:11;0 days 00:01:02;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;#N/C;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.#N/C.#N/C
216;2021-07-24;2021-07-24_11-12-39;video;ok;2021-07-24_11-12-39;video;ok;2021-07-24 11:12:39;2021-07-24 11:13:15;0 days 00:00:36;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;Tolmerus;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.Tolmerus.#N/C
217;2021-07-24;2021-07-24_12-16-19;video;ok;2021-07-24_12-16-19;video;ok;2021-07-24 12:16:19;2021-07-24 12:17:01;0 days 00:00:42;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
218;2021-07-24;2021-07-24_12-40-34;video;ok;2021-07-24_12-40-34;video;ok;2021-07-24 12:40:35;2021-07-24 12:40:47;0 days 00:00:12;no;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Apoidea;Crabronidae;Astatinae;Astata;#N/C;Apoidea;Apoidea;Aculeata;Apocrita;Hymenoptera;Insecta;#N/C;#N/C;Insecta.Hymenoptera.Apocrita.Aculeata.Apoidea.Crabronidae.Astatinae.Astata.#N/C
219;2021-07-24;2021-07-24_12-56-07;video;ok;2021-07-24_12-56-07;video;ok;2021-07-24 12:56:07;2021-07-24 12:56:16;0 days 00:00:09;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Xanthogramma;dives;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Xanthogramma.dives
220;2021-07-24;2021-07-24_13-09-32;video;ok;2021-07-24_13-09-32;video;ok;2021-07-24 13:09:32;2021-07-24 13:09:43;0 days 00:00:11;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
221;2021-07-24;2021-07-24_13-55-40;video;ok;2021-07-24_13-55-40;video;ok;2021-07-24 13:55:40;2021-07-24 13:55:45;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.#N/C
222;2021-07-24;2021-07-24_14-44-08;video;ok;2021-07-24_14-44-08;video;ok;2021-07-24 14:44:08;2021-07-24 14:44:18;0 days 00:00:10;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Stratiomyomorpha;Stratiomyoidea;Xylomyidae;0;Solva;marginata;soldier_fly;soldier_fly;nan;Stratiomyoidea;Stratiomyomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Stratiomyomorpha.Stratiomyoidea.Xylomyidae.0.Solva.marginata
223;2021-07-24;2021-07-24_15-34-15;video;ok;2021-07-24_15-34-15;video;ok;2021-07-24 15:34:15;2021-07-24 15:34:28;0 days 00:00:13;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;hoverfly;hoverfly;Syrphidae;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Muscomorpha.Syrphoidea.Syrphidae.Syrphinae.Sphaerophoria.#N/C
224;2021-07-24;2021-07-24_15-34-15;video;ok;2021-07-24_15-34-15;video;ok;2021-07-24 15:34:15;2021-07-24 15:35:25;0 days 00:01:10;no;exit;1 video;yes;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Pseudochorthippus;parallelus;grasshopper;grasshopper;nan;nan;nan;nan;Orthoptera;Insecta;Insecta.Orthoptera.Caelifera.Acrididea.Acridoidea.Acrididae.Gomphocerinae.Pseudochorthippus.parallelus
225;2021-07-24;2021-07-24_15-56-10;video;ok;2021-07-24_15-56-10;video;ok;2021-07-24 15:56:10;2021-07-24 15:56:24;0 days 00:00:14;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
226;2021-07-24;2021-07-24_18-05-31;video;ok;2021-07-24_18-07-22;video;ok;2021-07-24 18:05:31;2021-07-24 18:07:26;0 days 00:01:55;yes;exit;2 videos;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;robber_fly;nan;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta;Insecta.Diptera.Brachycera.Asilomorpha.Asiloidea.Asilidae.Asilinae.#N/C.#N/C
