ID;Date;Video Name check in;Video Name check out;Check:in;Check:out;Duration;Flight event;Way out;No. Videos;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Leaf_reclass;Family_reclass;Superfamily_reclass;Infraorder_reclass;Suborder_reclass;Order_reclass;Class_reclass
252;2021-07-26;2021-07-26_10-59-11;2021-07-26_10-59-11;2021-07-26 10:59:11;2021-07-26 10:59:15;0 days 00:00:04;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
253;2021-07-26;2021-07-26_11-05-54;2021-07-26_11-05-54;2021-07-26 11:05:54;2021-07-26 11:05:59;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
254;2021-07-26;2021-07-26_11-15-35;2021-07-26_11-15-35;2021-07-26 11:15:35;2021-07-26 11:16:05;0 days 00:00:30;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
255;2021-07-26;2021-07-26_11-28-25;2021-07-26_11-28-25;2021-07-26 11:28:25;2021-07-26 11:29:25;0 days 00:01:00;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
256;2021-07-26;2021-07-26_11-47-43;2021-07-26_11-47-43;2021-07-26 11:47:46;2021-07-26 11:48:36;0 days 00:00:50;no;entrance;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Pompiloidea;Pompilidae;#N/C;#N/C;#N/C;spider_wasp;Pompilidae;;Aculeata;Apocrita;Hymenoptera;Insecta
257;2021-07-26;2021-07-26_12-05-09;2021-07-26_12-05-09;2021-07-26 12:05:09;2021-07-26 12:05:39;0 days 00:00:30;no;exit;1 video;yes;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Chorthippus;#N/C;grasshopper;;;;;Orthoptera;Insecta
258;2021-07-26;2021-07-26_12-25-21;2021-07-26_12-25-21;2021-07-26 12:25:21;2021-07-26 12:26:06;0 days 00:00:45;no;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
259;2021-07-26;2021-07-26_12-45-13;2021-07-26_12-45-13;2021-07-26 12:45:13;2021-07-26 12:47:30;0 days 00:02:17;no;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Campopleginae;Dusona;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
260;2021-07-26;2021-07-26_13-06-49;2021-07-26_13-06-49;2021-07-26 13:06:49;2021-07-26 13:32:29;0 days 00:25:40;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Asiloidea;Asilidae;Asilinae;#N/C;#N/C;robber_fly;;Asiloidea;Asilomorpha;Brachycera;Diptera;Insecta
261;2021-07-26;2021-07-26_15-30-08;2021-07-26_15-30-08;2021-07-26 15:30:08;2021-07-26 15:30:21;0 days 00:00:13;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;#N/C;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
262;2021-07-26;2021-07-26_15-47-13;2021-07-26_15-47-13;2021-07-26 15:47:13;2021-07-26 16:13:45;0 days 00:26:32;?;?;1 video;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Coccinellinae;Propylea;quatuordecimpunctata;ladybug;;Coccinelloidea;;;Coleoptera;Insecta
263;2021-07-26;2021-07-26_16-47-31;2021-07-26_16-47-31;2021-07-26 16:47:31;2021-07-26 16:47:38;0 days 00:00:07;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
264;2021-07-26;2021-07-26_16-51-15;2021-07-26_16-51-15;2021-07-26 16:51:15;2021-07-26 16:51:31;0 days 00:00:16;?;?;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Diplazontinae;Diplazon;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
265;2021-07-28;2021-07-28_15-51-27;2021-07-28_15-55-56;2021-07-28 15:51:27;2021-07-28 15:57:37;0 days 00:06:10;no;exit;3 videos;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Banchinae;#N/C;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
266;2021-07-28;2021-07-28_15-55-56;2021-07-28_15-55-56;2021-07-28 15:58:00;2021-07-28 15:58:06;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
267;2021-07-28;2021-07-28_16-18-11;2021-07-28_16-18-11;2021-07-28 16:18:11;2021-07-28 16:22:30;0 days 00:04:19;no;entrance;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
268;2021-07-28;2021-07-28_16-30-30;2021-07-28_16-30-30;2021-07-28 16:30:30;2021-07-28 16:30:35;0 days 00:00:05;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Pipunculidae;#N/C;#N/C;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
269;2021-07-28;2021-07-28_17-01-40;2021-07-28_17-01-40;2021-07-28 17:01:40;2021-07-28 17:03:17;0 days 00:01:37;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Syrphoidea;Syrphidae;Syrphinae;Sphaerophoria;#N/C;syrphoid_fly;;Syrphoidea;Muscomorpha;Brachycera;Diptera;Insecta
270;2021-07-28;2021-07-28_17-07-40;2021-07-28_17-07-40;2021-07-28 17:07:40;2021-07-28 17:07:40;0 days 00:00:00;?;?;1 video;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Brentidae;Apioninae;Apion;#N/C;weevil;;Curculionoidea;;;Coleoptera;Insecta
271;2021-07-29;2021-07-29_18-01-21;2021-07-29_18-01-21;2021-07-29 18:01:21;2021-07-29 18:01:26;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
272;2021-07-29;2021-07-29_09-02-04;2021-07-29_09-10-26;2021-07-29 09:02:04;2021-07-29 09:12:00;0 days 00:09:56;no;exit;2 videos;yes;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;fuscus;grasshopper;;;;;Orthoptera;Insecta
273;2021-07-29;2021-07-29_14-46-31;2021-07-29_14-46-31;2021-07-29 14:46:31;2021-07-29 14:46:58;0 days 00:00:27;no;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Formica;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
274;2021-07-29;2021-07-29_16-36-05;2021-07-29_16-36-05;2021-07-29 16:36:05;2021-07-29 16:36:21;0 days 00:00:16;no;entrance;1 video;no;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Chorthippus;biguttulus;grasshopper;;;;;Orthoptera;Insecta
275;2021-07-29;2021-07-29_16-37-23;2021-07-29_16-37-23;2021-07-29 16:37:23;2021-07-29 16:40:13;0 days 00:02:50;no;exit;1 video;yes;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Chorthippus;biguttulus;grasshopper;;;;;Orthoptera;Insecta
276;2021-07-29;2021-07-29_17-18-30;2021-07-29_17-18-30;2021-07-29 17:18:30;2021-07-29 17:18:40;0 days 00:00:10;no;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Muscidae;Muscinae;Mesembrina;meridiana;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
277;2021-07-29;2021-07-29_17-24-07;2021-07-29_17-24-07;2021-07-29 17:24:07;2021-07-29 17:25:00;0 days 00:00:53;no;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Muscidae;Muscinae;Mesembrina;meridiana;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
278;2021-07-29;2021-07-29_18-01-57;2021-07-29_18-01-57;2021-07-29 18:01:57;2021-07-29 18:02:42;0 days 00:00:45;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
279;2021-07-29;2021-07-29_18-21-53;2021-07-29_18-21-53;2021-07-29 18:21:53;2021-07-29 18:21:58;0 days 00:00:05;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
280;2021-07-29;2021-07-29_18-44-55;2021-07-29_18-44-55;2021-07-29 18:44:55;2021-07-29 18:44:59;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
281;2021-07-29;2021-07-29_18-48-57;2021-07-29_18-48-57;2021-07-29 18:48:57;2021-07-29 18:49:13;0 days 00:00:16;yes;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;Ichneumonidae;Diplazontinae;Diplazon;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
282;2021-07-29;2021-07-29_18-51-10;2021-07-29_18-51-10;2021-07-29 18:51:10;2021-07-29 18:51:17;0 days 00:00:07;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
283;2021-07-30;2021-07-30_09-35-07;2021-07-30_09-35-07;2021-07-30 09:35:07;2021-07-30 09:47:09;0 days 00:12:02;no;exit;1 video;no;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;#N/C;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
284;2021-07-30;2021-07-30_11-26-02;2021-07-30_11-26-02;2021-07-30 11:26:02;2021-07-30 11:26:05;0 days 00:00:03;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
285;2021-07-30;2021-07-30_12-22-00;2021-07-30_12-22-00;2021-07-30 12:22:00;2021-07-30 12:22:25;0 days 00:00:25;no;exit;1 video;yes;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;fuscus;grasshopper;;;;;Orthoptera;Insecta
286;2021-07-30;2021-07-30_12-25-59;2021-07-30_12-25-59;2021-07-30 12:25:59;2021-07-30 12:27:36;0 days 00:01:37;no;exit;1 video;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;fuscus;grasshopper;;;;;Orthoptera;Insecta
287;2021-07-30;2021-07-30_15-13-50;2021-07-30_15-13-50;2021-07-30 15:13:50;2021-07-30 15:14:00;0 days 00:00:10;yes;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;#N/C;#N/C;#N/C;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
288;2021-07-30;2021-07-30_15-15-31;2021-07-30_15-15-31;2021-07-30 15:15:31;2021-07-30 15:18:22;0 days 00:02:51;no;entrance;1 video;yes;Insecta;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Coccinellinae;Harmonia;axyridis;ladybug;;Coccinelloidea;;;Coleoptera;Insecta
289;2021-07-30;2021-07-30_15-55-06;2021-07-30_15-55-06;2021-07-30 15:55:06;2021-07-30 15:55:18;0 days 00:00:12;?;?;1 video;no;Insecta;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Coccinellidae;Coccinellinae;Harmonia;axyridis;ladybug;;Coccinelloidea;;;Coleoptera;Insecta
290;2021-07-30;2021-07-30_15-20-27;2021-07-30_15-20-27;2021-07-30 15:20:27;2021-07-30 15:20:41;0 days 00:00:14;no;exit;1 video;yes;Insecta;Orthoptera;Caelifera;Acrididea;Acridoidea;Acrididae;Gomphocerinae;Chorthippus;#N/C;grasshopper;;;;;Orthoptera;Insecta
291;2021-07-30;2021-07-30_17-10-05;2021-07-30_17-10-05;2021-07-30 17:10:05;2021-07-30 17:10:09;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
292;2021-07-30;2021-07-30_17-11-16;2021-07-30_17-11-16;2021-07-30 17:11:16;2021-07-30 17:11:20;0 days 00:00:04;yes;exit;1 video;yes;Insecta;Diptera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;Diptera;Insecta
293;2021-07-30;2021-07-30_18-08-29;2021-07-30_18-08-29;2021-07-30 18:08:29;2021-07-30 18:09:17;0 days 00:00:48;no;exit;1 video;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
294;2021-07-31;2021-07-31_06-52-44;2021-07-31_18-55-22;2021-07-31 06:52:44;2021-07-31 18:55:30;0 days 12:02:46;?;?;7 videos;yes;Insecta;Lepidoptera;Glossata;Heterocera;Geometroidea;Geometridae;Larentiinae;Epirrhoe;alternata;moth;;;Heterocera;;Lepidoptera;Insecta
295;2021-07-31;2021-07-31_12-29-55;2021-07-31_12-29-55;2021-07-31 12:29:55;2021-07-31 12:40:13;0 days 00:10:18;no;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;#N/C;#N/C;#N/C;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
296;2021-07-31;2021-07-31_12-29-55;2021-07-31_13-02-03;2021-07-31 12:37:51;2021-07-31 13:04:16;0 days 00:26:25;yes;exit;2 videos;yes;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Tachinidae;Phasiinae;Gymnosoma;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
297;2021-07-31;2021-07-31_16-32-45;2021-07-31_18-41-02;2021-07-31 16:32:45;2021-07-31 18:42:16;0 days 02:09:31;?;?;4 videos;no;Insecta;Coleoptera;Polyphaga;Cucujiformia;Curculionoidea;Curculionidae;Brentidae;Apion;frumentarium;weevil;;Curculionoidea;;;Coleoptera;Insecta
298;2021-07-31;2021-07-31_17-12-18;2021-07-31_11-50-22;2021-07-31 17:12:18;2021-08-03 12:01:44;2 days 18:49:26;?;?;49 videos;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Formica;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
299;2021-07-31;2021-07-31_18-17-06;2021-07-31_18-17-06;2021-07-31 18:23:08;2021-07-31 18:24:43;0 days 00:01:35;yes;entrance;1 video;yes;Insecta;Hymenoptera;Apocrita;Parasitica;Ichneumonoidea;#N/C;#N/C;#N/C;#N/C;parasitoid_wasp;;;Parasitica;Apocrita;Hymenoptera;Insecta
300;2021-08-01;2021-08-01_07-43-05;2021-08-01_07-43-05;2021-08-01 07:43:05;2021-08-01 07:44:52;0 days 00:01:47;no;exit;1 video;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
301;2021-08-01;2021-08-01_11-07-07;2021-08-01_11-07-07;2021-08-01 11:07:07;2021-08-01 11:07:11;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Muscomorpha;Oestroidea;Sarcophagidae;Sarcophaginae;Sarcophaga;#N/C;flesh_fly;;Oestroidea;Muscomorpha;Brachycera;Diptera;Insecta
302;2021-08-01;2021-08-01_14-01-18;2021-08-01_14-01-18;2021-08-01 14:01:18;2021-08-01 14:01:45;0 days 00:00:27;no;exit;1 video;yes;Insecta;Mecoptera;0;0;Panorpoidea;Panorpidae;0;Panorpa;germanica;scorpion_fly;;;;;Mecoptera;Insecta
303;2021-08-01;2021-08-01_15-21-36;2021-08-01_15-30-10;2021-08-01 15:21:36;2021-08-01 15:37:39;0 days 00:16:03;no;exit;2 videos;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
304;2021-08-01;2021-08-01_15-21-36;2021-08-01_15-21-36;2021-08-01 15:21:44;2021-08-01 15:24:18;0 days 00:02:34;no;exit;1 video;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
305;2021-08-01;2021-08-01_15-56-11;2021-08-01_15-56-11;2021-08-01 15:56:11;2021-08-01 16:01:34;0 days 00:05:23;no;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Formica;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
306;2021-08-01;2021-08-01_16-19-36;2021-08-01_16-19-36;2021-08-01 16:19:36;2021-08-01 16:19:42;0 days 00:00:06;yes;exit;1 video;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;vulgaris;wasp;Vespidae;;Aculeata;Apocrita;Hymenoptera;Insecta
307;2021-08-01;2021-08-01_16-37-51;2021-08-01_16-37-51;2021-08-01 16:37:51;2021-08-01 16:37:57;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Mycetophilidae;#N/C;#N/C;#N/C;fungus_gnat;;Sciaroidea;Bibionomorpha;Nematocera;Diptera;Insecta
308;2021-08-01;2021-08-01_17-32-23;2021-08-01_17-32-23;2021-08-01 17:46:30;2021-08-01 17:46:41;0 days 00:00:11;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Empidoidea;Dolichopodidae;Medeterinae;Medetera;#N/C;dance_fly;;Empidoidea;Asilomorpha;Brachycera;Diptera;Insecta
309;2021-08-01;2021-08-01_17-32-23;2021-08-01_17-32-23;2021-08-01 17:59:00;2021-08-01 17:59:02;0 days 00:00:02;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Bibionomorpha;Sciaroidea;Mycetophilidae;#N/C;#N/C;#N/C;fungus_gnat;;Sciaroidea;Bibionomorpha;Nematocera;Diptera;Insecta
310;2021-08-01;2021-08-01_18-45-19;2021-08-01_18-45-19;2021-08-01 18:45:19;2021-08-01 18:45:25;0 days 00:00:06;yes;exit;1 video;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;canicularis;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
311;2021-08-02;2021-08-02_06-13-22;2021-08-02_08-02-33;2021-08-02 06:13:22;2021-08-02 08:10:39;0 days 01:57:17;no;entrance;2 videos;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
312;2021-08-02;2021-08-02_08-52-13;2021-08-02_08-55-14;2021-08-02 08:52:13;2021-08-02 09:26:29;0 days 00:34:16;no;entrance;2 videos;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
313;2021-08-02;2021-08-02_08-55-14;2021-08-02_08-55-14;2021-08-02 08:55:14;2021-08-02 09:30:08;0 days 00:34:54;no;entrance;1 video;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
314;2021-08-02;2021-08-02_08-55-14;2021-08-02_13-03-59;2021-08-02 08:55:14;2021-08-02 13:04:51;0 days 04:09:37;no;exit;3 videos;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
315;2021-08-02;2021-08-02_12-19-12;2021-08-02_12-19-12;2021-08-02 12:19:12;2021-08-02 12:20:28;0 days 00:01:16;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
316;2021-08-02;2021-08-02_14-17-33;2021-08-02_14-17-33;2021-08-02 14:17:33;2021-08-02 14:21:36;0 days 00:04:03;no;exit;1 video;no;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Camponatus;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
317;2021-08-02;2021-08-02_14-17-33;2021-08-02_14-39-21;2021-08-02 14:19:34;2021-08-02 14:41:05;0 days 00:21:31;no;exit;2 videos;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
318;2021-08-02;2021-08-02_14-49-05;2021-08-02_15-38-22;2021-08-02 14:49:05;2021-08-02 15:42:01;0 days 00:52:56;no;exit;4 videos;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
319;2021-08-02;2021-08-02_15-05-43;2021-08-02_15-05-43;2021-08-02 15:07:08;2021-08-02 15:07:10;0 days 00:00:02;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
320;2021-08-02;2021-08-02_15-20-52;2021-08-02_15-20-52;2021-08-02 15:21:44;2021-08-02 15:22:22;0 days 00:00:38;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
321;2021-08-02;2021-08-02_15-43-03;2021-08-02_15-58-20;2021-08-02 15:43:03;2021-08-02 15:59:53;0 days 00:16:50;no;exit;2 videos;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
322;2021-08-02;2021-08-02_16-13-40;2021-08-02_16-13-40;2021-08-02 16:13:40;2021-08-02 16:15:19;0 days 00:01:39;no;exit;1 video;no;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;Formicinae;Camponatus;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
323;2021-08-02;2021-08-02_16-17-58;2021-08-02_16-17-58;2021-08-02 16:17:58;2021-08-02 16:18:04;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Insecta;Diptera
324;2021-08-02;2021-08-02_16-31-44;2021-08-02_16-31-44;2021-08-02 16:31:44;2021-08-02 16:32:31;0 days 00:00:47;no;entrance;1 video;yes;Insecta;Hymenoptera;Apocrita;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Apocrita;Insecta;Hymenoptera
325;2021-08-02;2021-08-02_16-38-34;2021-08-02_16-38-34;2021-08-02 16:38:34;2021-08-02 16:38:40;0 days 00:00:06;yes;exit;1 video;no;Insecta;Diptera;Nematocera;Bibionomorpha;Sciaroidea;#N/C;#N/C;#N/C;#N/C;fungus_gnat;;Sciaroidea;Bibionomorpha;Nematocera;Diptera;Insecta
326;2021-08-02;2021-08-02_16-39-37;2021-08-02_16-39-37;2021-08-02 16:39:37;2021-08-02 16:39:41;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Empidoidea;Dolichopodidae;#N/C;#N/C;#N/C;dance_fly;;Empidoidea;Asilomorpha;Brachycera;Diptera;Insecta
327;2021-08-02;2021-08-02_17-17-04;2021-08-02_17-17-04;2021-08-02 17:17:04;2021-08-02 17:18:46;0 days 00:01:42;no;exit;1 video;no;Insecta;Hymenoptera;Apocrita;Aculeata;Formicoidea;Formicidae;#N/C;#N/C;#N/C;ant;Formicidae;;Aculeata;Apocrita;Hymenoptera;Insecta
328;2021-08-02;2021-08-02_17-57-16;2021-08-02_17-57-16;2021-08-02 17:57:16;2021-08-02 17:57:20;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Empidoidea;Dolichopodidae;#N/C;#N/C;#N/C;dance_fly;;Empidoidea;Asilomorpha;Brachycera;Diptera;Insecta
329;2021-08-02;2021-08-02_18-06-20;2021-08-02_18-06-20;2021-08-02 18:06:20;2021-08-02 18:06:32;0 days 00:00:12;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Empidoidea;Dolichopodidae;#N/C;#N/C;#N/C;dance_fly;;Empidoidea;Asilomorpha;Brachycera;Diptera;Insecta
330;2021-08-02;2021-08-02_18-13-37;2021-08-02_18-13-37;2021-08-02 18:13:37;2021-08-02 18:13:45;0 days 00:00:08;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Empidoidea;Dolichopodidae;#N/C;#N/C;#N/C;dance_fly;;Empidoidea;Asilomorpha;Brachycera;Diptera;Insecta
331;2021-08-02;2021-08-02_18-48-16;2021-08-02_18-48-16;2021-08-02 18:48:16;2021-08-02 18:48:36;0 days 00:00:20;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Empidoidea;Dolichopodidae;#N/C;#N/C;#N/C;dance_fly;;Empidoidea;Asilomorpha;Brachycera;Diptera;Insecta
332;2021-08-02;2021-08-02_18-59-10;2021-08-02_18-59-10;2021-08-02 18:59:10;2021-08-02 18:59:14;0 days 00:00:04;yes;exit;1 video;no;Insecta;Diptera;Brachycera;Asilomorpha;Empidoidea;Dolichopodidae;#N/C;#N/C;#N/C;dance_fly;;Empidoidea;Asilomorpha;Brachycera;Diptera;Insecta
333;2021-08-03;2021-08-03_06-05-56;2021-08-03_10-38-49;2021-08-03 06:05:56;2021-08-03 10:44:03;0 days 04:38:07;no;entrance;3 videos;no;Insecta;Orthoptera;Ensifera;Tettigoniidea;Tettigonioidea;Tettigoniidae;Conocephalinae;Conocephalus;#N/C;grasshopper;;;;;Orthoptera;Insecta
