ID;General-ID;Device;Date;Video Name check in;Video Name check out;Check:in;Check:out;Duration;Way in;Flight event;Way out;Image Database  ID;Image Database location;No. Videos;iNat Main suggestion;iNat Sharing;Class;Order;Suborder;Infraorder;Superfamily;Family;Subfamily;Genus;Species;Leaf_reclass;Family_reclass;Superfamily_reclass;Infraorder_reclass;Suborder_reclass;Order_reclass;Class_reclass
181;FAIR-D4_181;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_12-41-32;FAIR-D4_2023-08-27_12-41-32;2023-08-27 12:41:32;2023-08-27 12:41:40;00:00:08;?;yes;exit;181;FAIR-D4/181;1 video;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
180;FAIR-D4_180;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_12-41-32;FAIR-D4_2023-08-27_12-41-32;2023-08-27 12:41:32;2023-08-27 12:41:54;00:00:22;?;yes;exit;180;FAIR-D4/180;1 video;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
182;FAIR-D4_182;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_12-41-32;FAIR-D4_2023-08-27_12-41-32;2023-08-27 12:41:32;2023-08-27 12:42:19;00:00:47;entrance;no;exit;182;FAIR-D4/182;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
183;FAIR-D4_183;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_12-41-32;FAIR-D4_2023-08-27_12-41-32;2023-08-27 12:41:56;2023-08-27 12:42:20;00:00:24;entrance;no;?;183;FAIR-D4/183;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
185;FAIR-D4_185;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_12-51-00;FAIR-D4_2023-08-27_12-51-00;2023-08-27 12:51:00;2023-08-27 12:51:20;00:00:20;?;no;entrance;185;FAIR-D4/185;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
184;FAIR-D4_184;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_12-51-00;FAIR-D4_2023-08-27_12-51-00;2023-08-27 12:51:00;2023-08-27 12:51:26;00:00:26;?;no;?;184;FAIR-D4/184;1 video;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
186;FAIR-D4_186;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_12-51-00;FAIR-D4_2023-08-27_12-56-22;2023-08-27 12:51:00;2023-08-27 12:56:36;00:05:36;?;yes;exit;186;FAIR-D4/186;2 videos;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
187;FAIR-D4_187;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_13-29-27;FAIR-D4_2023-08-27_13-29-27;2023-08-27 13:29:27;2023-08-27 13:29:37;00:00:10;?;yes;exit;187;FAIR-D4/187;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Phoroidea;Phoridae;#N/C;#N/C;#N/C;;;;Muscomorpha;Brachycera;Diptera;Insecta
188;FAIR-D4_188;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_13-29-27;FAIR-D4_2023-08-27_13-29-27;2023-08-27 13:29:27;2023-08-27 13:29:38;00:00:11;?;no;?;188;FAIR-D4/188;1 video;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
189;FAIR-D4_189;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_13-30-24;FAIR-D4_2023-08-27_13-30-24;2023-08-27 13:30:24;2023-08-27 13:30:49;00:00:25;?;yes;exit;189;FAIR-D4/189;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
190;FAIR-D4_190;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_13-30-24;FAIR-D4_2023-08-27_13-30-24;2023-08-27 13:30:46;2023-08-27 13:31:46;00:01:00;?;no;entrance;190;FAIR-D4/190;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
191;FAIR-D4_191;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_13-30-24;FAIR-D4_2023-08-27_13-30-24;2023-08-27 13:31:44;2023-08-27 13:32:00;00:00:16;?;no;?;191;FAIR-D4/191;1 video;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
192;FAIR-D4_192;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_13-39-05;FAIR-D4_2023-08-27_13-39-05;2023-08-27 13:39:05;2023-08-27 13:39:08;00:00:03;?;no;?;192;FAIR-D4/192;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
193;FAIR-D4_193;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_13-56-39;FAIR-D4_2023-08-27_13-56-39;2023-08-27 13:57:59;2023-08-27 13:58:46;00:00:47;?;no;entrance;193;FAIR-D4/193;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
194;FAIR-D4_194;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-00-40;FAIR-D4_2023-08-27_14-00-40;2023-08-27 14:00:40;2023-08-27 14:00:57;00:00:17;?;yes;exit;194;FAIR-D4/194;1 video;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
195;FAIR-D4_195;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-04-36;FAIR-D4_2023-08-27_14-04-36;2023-08-27 14:04:36;2023-08-27 14:04:56;00:00:20;?;no;?;195;FAIR-D4/195;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
196;FAIR-D4_196;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-09-26;FAIR-D4_2023-08-27_14-09-26;2023-08-27 14:09:26;2023-08-27 14:09:45;00:00:19;?;no;?;196;FAIR-D4/196;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
197;FAIR-D4_197;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-09-26;FAIR-D4_2023-08-27_14-09-26;2023-08-27 14:09:45;2023-08-27 14:10:38;00:00:53;exit;yes;exit;197;FAIR-D4/197;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
199;FAIR-D4_199;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-13-11;FAIR-D4_2023-08-27_14-14-35;2023-08-27 14:13:11;2023-08-27 14:16:06;00:02:55;entrance;yes;exit;199;FAIR-D4/199;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
198;FAIR-D4_198;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-13-11;FAIR-D4_2023-08-27_14-14-35;2023-08-27 14:13:11;2023-08-27 14:16:33;00:03:22;?;yes;exit;198;FAIR-D4/198;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
200;FAIR-D4_200;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-14-35;FAIR-D4_2023-08-27_14-17-20;2023-08-27 14:16:31;2023-08-27 14:17:31;00:01:00;entrance;no;?;200;FAIR-D4/200;2 videos;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Sciomyzoidea;Sepsidae;Sepsinae;Parapalaeosepsis;#N/C;scavenger_fly;Sepsidae;Sciomyzoidea;Muscomorpha;Brachycera;Diptera;Insecta
201;FAIR-D4_201;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-28-32;FAIR-D4_2023-08-27_14-35-20;2023-08-27 14:28:32;2023-08-27 14:35:34;00:07:02;?;no;exit;201;FAIR-D4/201;4 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
202;FAIR-D4_202;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_14-53-15;FAIR-D4_2023-08-27_14-59-36;2023-08-27 14:53:15;2023-08-27 15:00:46;00:07:31;?;yes;exit;202;FAIR-D4/202;6 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
203;FAIR-D4_203;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_15-25-05;FAIR-D4_2023-08-27_15-28-10;2023-08-27 15:25:05;2023-08-27 15:28:16;00:03:11;?;yes;exit;203;FAIR-D4/203;2 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
204;FAIR-D4_204;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_15-57-27;FAIR-D4_2023-08-27_16-04-18;2023-08-27 15:57:27;2023-08-27 16:06:02;00:08:35;?;yes;exit;204;FAIR-D4/204;3 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
205;FAIR-D4_205;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_16-22-05;FAIR-D4_2023-08-27_16-22-05;2023-08-27 16:22:05;2023-08-27 16:22:29;00:00:24;entrance;no;exit;205;FAIR-D4/205;1 video;no;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
206;FAIR-D4_206;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_17-47-31;FAIR-D4_2023-08-27_17-47-31;2023-08-27 17:47:31;2023-08-27 17:51:18;00:03:47;entrance;no;exit;206;FAIR-D4/206;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
207;FAIR-D4_207;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_17-47-31;FAIR-D4_2023-08-27_17-47-31;2023-08-27 17:48:01;2023-08-27 17:49:15;00:01:14;?;no;exit;207;FAIR-D4/207;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
208;FAIR-D4_208;FAIR-D4;2023-08-27;FAIR-D4_2023-08-27_18-12-39;FAIR-D4_2023-08-27_18-12-39;2023-08-27 18:12:39;2023-08-27 18:13:42;00:01:03;?;no;?;208;FAIR-D4/208;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
236;FAIR-D4_236;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_07-14-33;FAIR-D4_2023-08-28_07-30-40;2023-08-28 07:14:33;2023-08-28 07:30:54;00:16:21;?;no;?;236;FAIR-D4/236;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
237;FAIR-D4_237;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_08-50-08;FAIR-D4_2023-08-28_09-11-49;2023-08-28 08:50:08;2023-08-28 09:12:40;00:22:32;entrance;yes;exit;237;FAIR-D4/237;3 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
238;FAIR-D4_238;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_09-14-04;FAIR-D4_2023-08-28_10-04-03;2023-08-28 09:14:04;2023-08-28 10:04:12;00:50:08;?;no;?;238;FAIR-D4/238;6 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
239;FAIR-D4_239;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_09-34-28;FAIR-D4_2023-08-28_09-52-56;2023-08-28 09:34:28;2023-08-28 09:54:10;00:19:42;?;yes;exit;239;FAIR-D4/239;3 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
240;FAIR-D4_240;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_10-16-56;FAIR-D4_2023-08-28_10-43-32;2023-08-28 10:16:56;2023-08-28 10:43:49;00:26:53;?;no;?;240;FAIR-D4/240;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
241;FAIR-D4_241;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_11-15-43;FAIR-D4_2023-08-28_11-17-59;2023-08-28 11:15:43;2023-08-28 11:19:06;00:03:23;?;no;?;241;FAIR-D4/241;3 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
242;FAIR-D4_242;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_11-24-21;FAIR-D4_2023-08-28_11-27-33;2023-08-28 11:24:21;2023-08-28 11:27:44;00:03:23;?;no;?;242;FAIR-D4/242;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
243;FAIR-D4_243;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_11-32-37;FAIR-D4_2023-08-28_11-32-37;2023-08-28 11:32:37;2023-08-28 11:33:10;00:00:33;?;no;?;243;FAIR-D4/243;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
244;FAIR-D4_244;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_12-17-01;FAIR-D4_2023-08-28_12-21-49;2023-08-28 12:17:01;2023-08-28 12:21:56;00:04:55;?;yes;exit;244;FAIR-D4/244;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
245;FAIR-D4_245;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_13-02-36;FAIR-D4_2023-08-28_13-02-36;2023-08-28 13:02:36;2023-08-28 13:02:52;00:00:16;?;no;?;245;FAIR-D4/245;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
246;FAIR-D4_246;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_13-17-45;FAIR-D4_2023-08-28_13-19-38;2023-08-28 13:17:45;2023-08-28 13:21:42;00:03:57;entrance;yes;exit;246;FAIR-D4/246;2 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
247;FAIR-D4_247;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_13-19-38;FAIR-D4_2023-08-28_13-19-38;2023-08-28 13:21:40;2023-08-28 13:22:02;00:00:22;entrance;no;?;247;FAIR-D4/247;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
248;FAIR-D4_248;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_13-59-16;FAIR-D4_2023-08-28_13-59-16;2023-08-28 13:59:16;2023-08-28 13:59:55;00:00:39;entrance;yes;exit;248;FAIR-D4/248;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
249;FAIR-D4_249;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_15-24-36;FAIR-D4_2023-08-28_15-24-36;2023-08-28 15:24:36;2023-08-28 15:25:37;00:01:01;entrance;no;?;249;FAIR-D4/249;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
250;FAIR-D4_250;FAIR-D4;2023-08-28;FAIR-D4_2023-08-28_16-12-17;FAIR-D4_2023-08-28_16-12-17;2023-08-28 16:12:17;2023-08-28 16:12:23;00:00:06;?;yes;exit;250;FAIR-D4/250;1 video;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
251;FAIR-D4_251;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_07-36-01;FAIR-D4_2023-08-29_07-44-44;2023-08-29 07:36:01;2023-08-29 07:45:29;00:09:28;?;no;entrance;251;FAIR-D4/251;3 videos;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
252;FAIR-D4_252;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_11-29-35;FAIR-D4_2023-08-29_11-34-48;2023-08-29 11:29:35;2023-08-29 11:35:01;00:05:26;?;no;?;252;FAIR-D4/252;3 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
253;FAIR-D4_253;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_12-02-10;FAIR-D4_2023-08-29_12-03-22;2023-08-29 12:02:10;2023-08-29 12:03:34;00:01:24;?;no;?;253;FAIR-D4/253;2 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
254;FAIR-D4_254;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_12-58-48;FAIR-D4_2023-08-29_13-01-02;2023-08-29 12:58:48;2023-08-29 13:02:00;00:03:12;?;no;?;254;FAIR-D4/254;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
255;FAIR-D4_255;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_13-43-53;FAIR-D4_2023-08-29_13-43-53;2023-08-29 13:43:53;2023-08-29 13:44:11;00:00:18;?;no;?;255;FAIR-D4/255;1 video;no;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
256;FAIR-D4_256;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_13-58-37;FAIR-D4_2023-08-29_13-58-37;2023-08-29 13:58:37;2023-08-29 13:59:53;00:01:16;?;no;?;256;FAIR-D4/256;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
257;FAIR-D4_257;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_14-26-27;FAIR-D4_2023-08-29_14-26-27;2023-08-29 14:26:27;2023-08-29 14:26:53;00:00:26;?;no;?;257;FAIR-D4/257;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
258;FAIR-D4_258;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_14-28-57;FAIR-D4_2023-08-29_14-32-46;2023-08-29 14:28:57;2023-08-29 14:34:04;00:05:07;entrance;no;exit;258;FAIR-D4/258;2 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
259;FAIR-D4_259;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_14-45-04;FAIR-D4_2023-08-29_14-45-04;2023-08-29 14:45:04;2023-08-29 14:45:30;00:00:26;?;no;?;259;FAIR-D4/259;1 video;no;yes;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
260;FAIR-D4_260;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_15-40-11;FAIR-D4_2023-08-29_15-40-11;2023-08-29 15:40:11;2023-08-29 15:41:31;00:01:20;?;no;?;260;FAIR-D4/260;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
261;FAIR-D4_261;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_15-51-25;FAIR-D4_2023-08-29_15-51-25;2023-08-29 15:51:25;2023-08-29 15:51:53;00:00:28;?;yes;exit;261;FAIR-D4/261;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
262;FAIR-D4_262;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_16-22-27;FAIR-D4_2023-08-29_16-22-27;2023-08-29 16:22:27;2023-08-29 16:22:44;00:00:17;?;no;?;262;FAIR-D4/262;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
263;FAIR-D4_263;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_17-21-45;FAIR-D4_2023-08-29_17-22-32;2023-08-29 17:21:45;2023-08-29 17:23:21;00:01:36;?;no;?;263;FAIR-D4/263;2 videos;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
264;FAIR-D4_264;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_17-21-45;FAIR-D4_2023-08-29_17-21-45;2023-08-29 17:21:45;2023-08-29 18:23:21;01:01:36;?;no;?;264;FAIR-D4/264;1 video;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Phoroidea;Phoridae;Metopininae;Megaselia;#N/C;;;;Muscomorpha;Brachycera;Diptera;Insecta
266;FAIR-D4_266;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_17-33-07;FAIR-D4_2023-08-29_17-34-52;2023-08-29 17:33:07;2023-08-29 17:35:03;00:01:56;?;no;?;266;FAIR-D4/266;2 videos;no;no;Insecta;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;;;Insecta
265;FAIR-D4_265;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_17-33-07;FAIR-D4_2023-08-29_17-36-29;2023-08-29 17:33:07;2023-08-29 17:37:31;00:04:24;entrance;yes;exit;265;FAIR-D4/265;3 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;Fanniidae;0;Fannia;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
267;FAIR-D4_267;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_17-51-00;FAIR-D4_2023-08-29_18-02-26;2023-08-29 17:51:00;2023-08-29 18:03:22;00:12:22;?;no;?;267;FAIR-D4/267;3 videos;yes;yes;Insecta;Diptera;Brachycera;Muscomorpha;Lauxanioidea;Lauxaniidae;Lauxaniinae;Calliopum;#N/C;lauxaniid_fly;;Lauxanioidea;Muscomorpha;Brachycera;Diptera;Insecta
268;FAIR-D4_268;FAIR-D4;2023-08-29;FAIR-D4_2023-08-29_18-15-10;FAIR-D4_2023-08-29_18-16-00;2023-08-29 18:15:10;2023-08-29 18:16:12;00:01:02;entrance;yes;entrance;268;FAIR-D4/268;2 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
269;FAIR-D4_269;FAIR-D4;2023-08-30;FAIR-D4_2023-08-30_09-19-59;FAIR-D4_2023-08-30_09-34-42;2023-08-30 09:19:59;2023-08-30 09:34:49;00:14:50;?;no;exit;269;FAIR-D4/269;3 videos;yes;no;Insecta;Diptera;Brachycera;Muscomorpha;Muscoidea;#N/C;#N/C;#N/C;#N/C;muscoid_fly;;Muscoidea;Muscomorpha;Brachycera;Diptera;Insecta
270;FAIR-D4_270;FAIR-D4;2023-08-30;FAIR-D4_2023-08-30_10-12-20;FAIR-D4_2023-08-30_10-12-20;2023-08-30 10:12:20;2023-08-30 10:12:35;00:00:15;exit;yes;exit;270;FAIR-D4/270;1 video;yes;yes;Insecta;Hymenoptera;Apocrita;Aculeata;Vespoidea;Vespidae;Vespinae;Vespula;#N/C;wasp;Vespidae;Vespoidea;Aculeata;Apocrita;Hymenoptera;Insecta
271;FAIR-D4_271;FAIR-D4;2023-08-30;FAIR-D4_2023-08-30_10-37-01;FAIR-D4_2023-08-30_10-37-01;2023-08-30 10:37:01;2023-08-30 10:37:13;00:00:12;?;no;?;271;FAIR-D4/271;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
272;FAIR-D4_272;FAIR-D4;2023-08-30;FAIR-D4_2023-08-30_10-52-07;FAIR-D4_2023-08-30_10-52-07;2023-08-30 10:52:07;2023-08-30 10:52:39;00:00:32;?;no;?;272;FAIR-D4/272;1 video;no;no;Insecta;Diptera;Brachycera;#N/C;#N/C;#N/C;#N/C;#N/C;#N/C;;;;;Brachycera;Diptera;Insecta
